anime_id,title,type,status,episodes,duration_min,total_hours,start_date,end_date,year,decade,season,score,members_scored,rank,age_rating,main_studio,studio_group,genre_count,primary_genre,score_band,popularity_tier,is_scored
52991,Frieren: Beyond Journey's End,TV,Finished Airing,28,24.0,11.2,2023-09-29,2024-03-22,2023,2020s,Fall,9.3,676737,1,PG-13,Madhouse,Madhouse,3,Adventure,Excellent,Blockbuster (100K+),Scored
5114,Fullmetal Alchemist: Brotherhood,TV,Finished Airing,64,24.0,25.6,2009-04-05,2010-07-04,2009,2000s,Spring,9.1,2223666,2,R,Bones,Bones,4,Action,Excellent,Blockbuster (100K+),Scored
9253,Steins;Gate,TV,Finished Airing,24,24.0,9.6,2011-04-06,2011-09-14,2011,2010s,Spring,9.07,1467570,3,PG-13,White Fox,Others,3,Drama,Excellent,Blockbuster (100K+),Scored
38524,Attack on Titan Season 3 Part 2,TV,Finished Airing,10,23.0,3.83,2019-04-29,2019-07-01,2019,2010s,Spring,9.05,1700946,4,R,Wit Studio,Others,3,Action,Excellent,Blockbuster (100K+),Scored
28977,Gintama Season 4,TV,Finished Airing,51,24.0,20.4,2015-04-08,2016-03-30,2015,2010s,Spring,9.05,264260,5,PG-13,Bandai Namco Pictures,Others,3,Action,Excellent,Blockbuster (100K+),Scored
60022,One Piece Fan Letter,TV Special,Finished Airing,1,24.0,0.4,2024-10-20,,2024,2020s,Fall,9.04,83738,7,PG-13,Toei Animation,Toei Animation,3,Action,Excellent,Popular (10K-100K),Scored
39486,Gintama: The Very Final,Movie,Finished Airing,1,104.0,1.73,2021-01-08,,2021,2020s,Winter,9.04,80788,6,PG-13,Bandai Namco Pictures,Others,4,Action,Excellent,Popular (10K-100K),Scored
11061,Hunter x Hunter,TV,Finished Airing,148,23.0,56.73,2011-10-02,2014-09-24,2011,2010s,Fall,9.03,1883243,8,PG-13,Madhouse,Madhouse,3,Action,Excellent,Blockbuster (100K+),Scored
9969,Gintama Season 2,TV,Finished Airing,51,24.0,20.4,2011-04-04,2012-03-26,2011,2010s,Spring,9.02,249397,9,PG-13,Sunrise,Sunrise,3,Action,Excellent,Blockbuster (100K+),Scored
15417,Gintama: Enchousen,TV,Finished Airing,13,24.0,5.2,2012-10-04,2013-03-28,2012,2010s,Fall,9.02,173888,10,PG-13,Sunrise,Sunrise,3,Action,Excellent,Blockbuster (100K+),Scored
820,Legend of the Galactic Heroes,OVA,Finished Airing,110,26.0,47.67,1988-01-08,1997-03-17,1988,1980s,Winter,9.01,84297,11,R,K-Factory,Others,2,Drama,Excellent,Popular (10K-100K),Scored
41467,Bleach: Thousand-Year Blood War,TV,Finished Airing,13,24.0,5.2,2022-10-11,2022-12-27,2022,2020s,Fall,8.99,341015,12,R,Pierrot,Pierrot,3,Action,Excellent,Blockbuster (100K+),Scored
34096,Gintama Season 5,TV,Finished Airing,12,24.0,4.8,2017-01-09,2017-03-27,2017,2010s,Winter,8.98,154512,13,PG-13,Bandai Namco Pictures,Others,3,Action,Excellent,Blockbuster (100K+),Scored
43608,Kaguya-sama: Love is War -Ultra Romantic-,TV,Finished Airing,13,23.0,4.98,2022-04-09,2022-06-25,2022,2020s,Spring,8.98,587937,14,PG-13,A-1 Pictures,A-1 Pictures,2,Comedy,Excellent,Blockbuster (100K+),Scored
42938,Fruits Basket: The Final Season,TV,Finished Airing,13,23.0,4.98,2021-04-06,2021-06-29,2021,2020s,Spring,8.95,263046,15,PG-13,TMS Entertainment,TMS Entertainment,3,Drama,Excellent,Blockbuster (100K+),Scored
4181,Clannad: After Story,TV,Finished Airing,24,24.0,9.6,2008-10-03,2009-03-27,2008,2000s,Fall,8.93,682515,16,PG-13,Kyoto Animation,Others,2,Drama,Excellent,Blockbuster (100K+),Scored
918,Gintama,TV,Finished Airing,201,24.0,80.4,2006-04-04,2010-03-25,2006,2000s,Spring,8.93,412561,17,PG-13,Sunrise,Sunrise,3,Action,Excellent,Blockbuster (100K+),Scored
28851,A Silent Voice,Movie,Finished Airing,1,130.0,2.17,2016-09-17,,2016,2010s,Fall,8.93,1714673,18,PG-13,Kyoto Animation,Others,2,Award Winning,Excellent,Blockbuster (100K+),Scored
2904,Code Geass: Lelouch of the Rebellion R2,TV,Finished Airing,25,24.0,10.0,2008-04-06,2008-09-28,2008,2000s,Spring,8.91,1251072,19,R,Sunrise,Sunrise,4,Action,Excellent,Blockbuster (100K+),Scored
35180,March Comes In Like a Lion 2nd Season,TV,Finished Airing,22,25.0,9.17,2017-10-14,2018-03-31,2017,2010s,Fall,8.9,209157,20,PG-13,Shaft,Others,1,Drama,Excellent,Blockbuster (100K+),Scored
15335,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,Movie,Finished Airing,1,110.0,1.83,2013-07-06,,2013,2010s,Summer,8.9,141157,21,PG-13,Sunrise,Sunrise,3,Action,Excellent,Blockbuster (100K+),Scored
19,Monster,TV,Finished Airing,74,24.0,29.6,2004-04-07,2005-09-28,2004,2000s,Spring,8.89,471216,22,R+,Madhouse,Madhouse,3,Drama,Excellent,Blockbuster (100K+),Scored
58514,The Apothecary Diaries Season 2,TV,Currently Airing,24,24.0,9.6,2025-01-10,2025-07-04,2025,2020s,Winter,8.88,70308,23,PG-13,OLM,OLM,2,Drama,Excellent,Popular (10K-100K),Scored
37491,Gintama. Silver Soul Arc - Second Half War,TV,Finished Airing,14,24.0,5.6,2018-07-09,2018-10-08,2018,2010s,Summer,8.88,102720,24,PG-13,Bandai Namco Pictures,Others,3,Action,Excellent,Blockbuster (100K+),Scored
54492,The Apothecary Diaries,TV,Finished Airing,24,22.0,8.8,2023-10-22,2024-03-24,2023,2020s,Fall,8.87,353074,25,PG-13,OLM,OLM,2,Drama,Excellent,Blockbuster (100K+),Scored
51535,Attack on Titan: Final Season - The Final Chapters,TV Special,Finished Airing,2,72.0,2.4,2023-03-04,2023-11-05,2023,2020s,Spring,8.86,465404,27,R,MAPPA,Others,3,Action,Excellent,Blockbuster (100K+),Scored
35247,Owarimonogatari Second Season,TV Special,Finished Airing,7,22.0,2.57,2017-08-12,2017-08-13,2017,2010s,Summer,8.86,203657,26,R,Shaft,Others,3,Comedy,Excellent,Blockbuster (100K+),Scored
37987,Violet Evergarden: The Movie,Movie,Finished Airing,1,140.0,2.33,2020-09-18,,2020,2020s,Fall,8.84,313009,28,PG-13,Kyoto Animation,Others,2,Award Winning,Excellent,Blockbuster (100K+),Scored
40682,Kingdom: Season 3,TV,Finished Airing,26,25.0,10.83,2020-04-06,2021-10-17,2020,2020s,Spring,8.83,48279,30,R,Pierrot,Pierrot,1,Action,Excellent,Popular (10K-100K),Scored
32281,Your Name.,Movie,Finished Airing,1,106.0,1.77,2016-08-26,,2016,2010s,Summer,8.83,2004194,29,PG-13,CoMix Wave Films,Others,2,Award Winning,Excellent,Blockbuster (100K+),Scored
59571,Attack on Titan: The Last Attack,Movie,Finished Airing,1,144.0,2.4,2024-11-08,,2024,2020s,Fall,8.82,16533,31,R,MAPPA,Others,3,Action,Excellent,Popular (10K-100K),Scored
49387,Vinland Saga Season 2,TV,Finished Airing,24,25.0,10.0,2023-01-10,2023-06-20,2023,2020s,Winter,8.81,413974,32,R,MAPPA,Others,3,Action,Excellent,Blockbuster (100K+),Scored
36838,Gintama. Silver Soul Arc,TV,Finished Airing,12,24.0,4.8,2018-01-08,2018-03-26,2018,2010s,Winter,8.81,111489,33,PG-13,Bandai Namco Pictures,Others,3,Action,Excellent,Blockbuster (100K+),Scored
55255,Alien Stage,Music,Currently Airing,1,3.0,0.05,2022-09-07,,2022,2020s,Fall,8.79,3060,,R,LICO,Others,3,Drama,Excellent,Moderate (1K-10K),Scored
37510,Mob Psycho 100 II,TV,Finished Airing,13,24.0,5.2,2019-01-07,2019-04-01,2019,2010s,Winter,8.78,1037760,37,PG-13,Bones,Bones,3,Action,Excellent,Blockbuster (100K+),Scored
31758,Kizumonogatari Part 3: Cold-Blooded,Movie,Finished Airing,1,83.0,1.38,2017-01-06,,2017,2010s,Winter,8.78,286850,36,R,Shaft,Others,3,Action,Excellent,Blockbuster (100K+),Scored
40028,Attack on Titan: Final Season,TV,Finished Airing,16,23.0,6.13,2020-12-07,2021-03-29,2020,2020s,Winter,8.78,1436478,35,R,MAPPA,Others,3,Action,Excellent,Blockbuster (100K+),Scored
263,Fighting Spirit,TV,Finished Airing,75,23.0,28.75,2000-10-04,2002-03-27,2000,2000s,Fall,8.78,322021,34,PG-13,Madhouse,Madhouse,1,Sports,Excellent,Blockbuster (100K+),Scored
32935,Haikyu!! 3rd Season,TV,Finished Airing,10,24.0,4.0,2016-10-08,2016-12-10,2016,2010s,Fall,8.77,843388,38,PG-13,Production I.G,Production I.G,1,Sports,Excellent,Blockbuster (100K+),Scored
37521,Vinland Saga,TV,Finished Airing,24,24.0,9.6,2019-07-08,2019-12-30,2019,2010s,Summer,8.77,978342,40,R,Wit Studio,Others,3,Action,Excellent,Blockbuster (100K+),Scored
199,Spirited Away,Movie,Finished Airing,1,124.0,2.07,2001-07-20,,2001,2000s,Summer,8.77,1364863,39,PG,Studio Ghibli,Others,3,Adventure,Excellent,Blockbuster (100K+),Scored
17074,Monogatari Series: Second Season,TV,Finished Airing,26,25.0,10.83,2013-07-07,2013-12-29,2013,2010s,Summer,8.76,371449,42,R,Shaft,Others,4,Comedy,Excellent,Blockbuster (100K+),Scored
48583,Attack on Titan: Final Season Part 2,TV,Finished Airing,12,23.0,4.6,2022-01-10,2022-04-04,2022,2020s,Winter,8.76,854251,41,R,MAPPA,Others,3,Action,Excellent,Blockbuster (100K+),Scored
2921,Tomorrow's Joe 2,TV,Finished Airing,47,24.0,18.8,1980-10-13,1981-08-31,1980,1980s,Fall,8.75,23946,44,PG-13,Tokyo Movie Shinsha,Others,2,Drama,Excellent,Popular (10K-100K),Scored
47917,Bocchi the Rock!,TV,Finished Airing,12,23.0,4.6,2022-10-09,2022-12-25,2022,2020s,Fall,8.75,423249,45,PG-13,CloverWorks,Others,1,Comedy,Excellent,Blockbuster (100K+),Scored
51009,Jujutsu Kaisen Season 2,TV,Finished Airing,23,23.0,8.82,2023-07-06,2023-12-28,2023,2020s,Summer,8.75,685418,43,R,MAPPA,Others,2,Action,Excellent,Blockbuster (100K+),Scored
1,Cowboy Bebop,TV,Finished Airing,26,24.0,10.4,1998-04-03,1999-04-24,1998,1990s,Spring,8.75,1020219,46,R,Sunrise,Sunrise,3,Action,Excellent,Blockbuster (100K+),Scored
55690,The Dangers in My Heart Season 2,TV,Finished Airing,13,23.0,4.98,2024-01-07,2024-03-31,2024,2020s,Winter,8.74,148956,47,PG-13,Shin-Ei Animation,Shin-Ei Animation,2,Comedy,Excellent,Blockbuster (100K+),Scored
52198,Kaguya-sama: Love is War -The First Kiss That Never Ends-,Movie,Finished Airing,1,96.0,1.6,2022-12-17,,2022,2020s,Winter,8.74,185050,48,PG-13,A-1 Pictures,A-1 Pictures,3,Comedy,Excellent,Blockbuster (100K+),Scored
50160,Kingdom: Season 4,TV,Finished Airing,26,24.0,10.4,2022-04-10,2022-10-02,2022,2020s,Spring,8.73,34412,49,R,Pierrot,Pierrot,1,Action,Excellent,Popular (10K-100K),Scored
21,One Piece,TV,Currently Airing,25,24.0,10.0,1999-10-20,,1999,1990s,Fall,8.73,1444393,50,PG-13,Toei Animation,Toei Animation,3,Action,Excellent,Blockbuster (100K+),Scored
58567,Solo Leveling Season 2: Arise from the Shadow,TV,Finished Airing,13,23.0,4.98,2025-01-05,2025-03-30,2025,2020s,Winter,8.72,360630,54,R,A-1 Pictures,A-1 Pictures,3,Action,Excellent,Blockbuster (100K+),Scored
55016,Idol,Music,Finished Airing,1,3.0,0.05,2023-04-12,,2023,2020s,Spring,8.72,18645,,PG-13,Doga Kobo,Others,0,Unknown,Excellent,Popular (10K-100K),Scored
53223,Kingdom: Season 5,TV,Finished Airing,13,24.0,5.2,2024-01-14,2024-03-31,2024,2020s,Winter,8.72,21744,52,R,Pierrot,Pierrot,1,Action,Excellent,Popular (10K-100K),Scored
24701,Mushi-shi: Next Passage Part 2,TV,Finished Airing,10,23.0,3.83,2014-10-19,2014-12-21,2014,2010s,Fall,8.72,112843,53,PG-13,Artland,Others,4,Adventure,Excellent,Blockbuster (100K+),Scored
45649,The First Slam Dunk,Movie,Finished Airing,1,124.0,2.07,2022-12-03,,2022,2020s,Winter,8.72,29928,56,PG-13,Toei Animation,Toei Animation,2,Award Winning,Excellent,Popular (10K-100K),Scored
44074,Link Click,ONA,Finished Airing,11,23.0,4.22,2021-04-30,2021-07-09,2021,2020s,Spring,8.72,170545,55,PG-13,LAN Studio,Others,3,Drama,Excellent,Blockbuster (100K+),Scored
48569,86 Eighty-Six Part 2,TV,Finished Airing,12,23.0,4.6,2021-10-03,2022-03-19,2021,2020s,Fall,8.72,336656,57,R,A-1 Pictures,A-1 Pictures,3,Action,Excellent,Blockbuster (100K+),Scored
47778,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,Finished Airing,11,26.0,4.77,2021-12-05,2022-02-13,2021,2020s,Winter,8.72,1025751,51,R,ufotable,Others,2,Action,Excellent,Blockbuster (100K+),Scored
52215,Orb: On the Movements of the Earth,TV,Finished Airing,25,25.0,10.42,2024-10-05,2025-03-15,2024,2020s,Fall,8.71,75992,58,R,Madhouse,Madhouse,1,Drama,Excellent,Popular (10K-100K),Scored
39894,Sound! Euphonium 3,TV,Finished Airing,13,24.0,5.2,2024-04-07,2024-06-30,2024,2020s,Spring,8.71,32729,59,PG-13,Kyoto Animation,Others,1,Drama,Excellent,Popular (10K-100K),Scored
50172,Mob Psycho 100 III,TV,Finished Airing,12,23.0,4.6,2022-10-06,2022-12-22,2022,2020s,Fall,8.71,397625,60,PG-13,Bones,Bones,3,Action,Excellent,Blockbuster (100K+),Scored
53998,Bleach: Thousand-Year Blood War - The Separation,TV,Finished Airing,13,24.0,5.2,2023-07-08,2023-09-30,2023,2020s,Summer,8.7,201035,62,R,Pierrot,Pierrot,3,Action,Excellent,Blockbuster (100K+),Scored
33095,Descending Stories: Showa Genroku Rakugo Shinju,TV,Finished Airing,12,24.0,4.8,2017-01-07,2017-03-25,2017,2010s,Winter,8.7,68238,64,PG-13,Studio Deen,Studio Deen,1,Drama,Excellent,Popular (10K-100K),Scored
1575,Code Geass: Lelouch of the Rebellion,TV,Finished Airing,25,24.0,10.0,2006-10-06,2007-07-29,2006,2000s,Fall,8.7,1466700,63,R,Sunrise,Sunrise,4,Action,Excellent,Blockbuster (100K+),Scored
44,Samurai X: Trust and Betrayal,OVA,Finished Airing,4,29.0,1.93,1999-02-20,1999-09-22,1999,1990s,Winter,8.7,142158,61,R,Studio Deen,Studio Deen,3,Action,Excellent,Blockbuster (100K+),Scored
21939,Mushi-shi: Next Passage Part 1,TV,Finished Airing,10,24.0,4.0,2014-04-05,2014-06-21,2014,2010s,Spring,8.69,124706,65,PG-13,Artland,Others,4,Adventure,Excellent,Blockbuster (100K+),Scored
33352,Violet Evergarden,TV,Finished Airing,13,24.0,5.2,2018-01-11,2018-04-05,2018,2010s,Winter,8.68,1040657,67,PG-13,Kyoto Animation,Others,1,Drama,Excellent,Blockbuster (100K+),Scored
245,Great Teacher Onizuka,TV,Finished Airing,43,25.0,17.92,1999-06-30,2000-09-17,1999,1990s,Summer,8.68,431438,68,R,Pierrot,Pierrot,1,Comedy,Excellent,Blockbuster (100K+),Scored
40434,The Master of Diabolism 3,ONA,Finished Airing,12,24.0,4.8,2021-08-07,2021-10-16,2021,2020s,Summer,8.68,32395,66,R,B.CMAY PICTURES,Others,5,Action,Excellent,Popular (10K-100K),Scored
57864,Monogatari Series: Off & Monster Season,ONA,Finished Airing,14,25.0,5.83,2024-07-06,2024-10-19,2024,2020s,Summer,8.67,32314,72,R,Shaft,Others,3,Comedy,Excellent,Popular (10K-100K),Scored
56784,Bleach: Thousand-Year Blood War - The Conflict,TV,Finished Airing,14,24.0,5.6,2024-10-05,2024-12-28,2024,2020s,Fall,8.67,118121,69,R,Pierrot Films,Others,3,Action,Excellent,Blockbuster (100K+),Scored
5258,Fighting Spirit: New Challenger,TV,Finished Airing,26,23.0,9.97,2009-01-07,2009-07-01,2009,2000s,Winter,8.67,180404,70,PG-13,Madhouse,Madhouse,1,Sports,Excellent,Blockbuster (100K+),Scored
431,Howl's Moving Castle,Movie,Finished Airing,1,119.0,1.98,2004-11-20,,2004,2000s,Fall,8.67,984686,71,G,Studio Ghibli,Others,5,Adventure,Excellent,Blockbuster (100K+),Scored
164,Princess Mononoke,Movie,Finished Airing,1,133.0,2.22,1997-07-12,,1997,1990s,Summer,8.67,856232,73,PG-13,Studio Ghibli,Others,4,Action,Excellent,Blockbuster (100K+),Scored
33050,Fate/stay night: Heaven's Feel - III. Spring Song,Movie,Finished Airing,1,122.0,2.03,2020-08-15,,2020,2020s,Summer,8.65,207351,75,R,ufotable,Others,2,Action,Excellent,Blockbuster (100K+),Scored
49413,Link Click Season 2,ONA,Finished Airing,12,24.0,4.8,2023-07-14,2023-09-22,2023,2020s,Summer,8.65,67211,76,R,LAN Studio,Others,3,Drama,Excellent,Popular (10K-100K),Scored
457,Mushi-Shi,TV,Finished Airing,26,23.0,9.97,2005-10-23,2006-06-19,2005,2000s,Fall,8.65,290096,74,PG-13,Artland,Others,4,Adventure,Excellent,Blockbuster (100K+),Scored
50399,Heaven Official's Blessing Season 2,ONA,Finished Airing,12,24.0,4.8,2023-10-18,2024-01-17,2023,2020s,Fall,8.65,21019,76,PG-13,Red Dog Culture House,Others,4,Action,Excellent,Popular (10K-100K),Scored
58125,Look Back,Movie,Finished Airing,1,57.0,0.95,2024-06-28,,2024,2020s,Summer,8.64,94104,80,PG-13,Studio DURIAN,Others,1,Drama,Excellent,Popular (10K-100K),Scored
2001,Gurren Lagann,TV,Finished Airing,27,24.0,10.8,2007-04-01,2007-09-30,2007,2000s,Spring,8.64,941291,78,PG-13,Gainax,Others,4,Action,Excellent,Blockbuster (100K+),Scored
46102,Odd Taxi,TV,Finished Airing,13,23.0,4.98,2021-04-06,2021-06-29,2021,2020s,Spring,8.64,236349,81,PG-13,OLM,OLM,4,Award Winning,Excellent,Blockbuster (100K+),Scored
23273,Your Lie in April,TV,Finished Airing,22,22.0,8.07,2014-10-10,2015-03-20,2014,2010s,Fall,8.64,1417834,78,PG-13,A-1 Pictures,A-1 Pictures,2,Drama,Excellent,Blockbuster (100K+),Scored
34599,Made in Abyss,TV,Finished Airing,13,25.0,5.42,2017-07-07,2017-09-29,2017,2010s,Summer,8.63,800444,82,R,Kinema Citrus,Others,5,Adventure,Excellent,Blockbuster (100K+),Scored
11665,Natsume's Book of Friends Season 4,TV,Finished Airing,13,24.0,5.2,2012-01-03,2012-03-27,2012,2010s,Winter,8.63,114548,84,PG-13,Brain's Base,Others,2,Slice of Life,Excellent,Blockbuster (100K+),Scored
45576,Mushoku Tensei: Jobless Reincarnation Part 2,TV,Finished Airing,12,23.0,4.6,2021-10-04,2021-12-20,2021,2020s,Fall,8.63,655017,83,R,Studio Bind,Others,4,Adventure,Excellent,Blockbuster (100K+),Scored
35760,Attack on Titan Season 3,TV,Finished Airing,12,23.0,4.6,2018-07-23,2018-10-15,2018,2010s,Summer,8.63,1721752,85,R,Wit Studio,Others,3,Action,Excellent,Blockbuster (100K+),Scored
54898,Bungo Stray Dogs 5,TV,Finished Airing,11,23.0,4.22,2023-07-12,2023-09-20,2023,2020s,Summer,8.62,105769,88,R,Bones,Bones,2,Action,Excellent,Blockbuster (100K+),Scored
40591,Kaguya-sama: Love is War?,TV,Finished Airing,12,24.0,4.8,2020-04-11,2020-06-27,2020,2020s,Spring,8.62,917041,86,PG-13,A-1 Pictures,A-1 Pictures,2,Comedy,Excellent,Blockbuster (100K+),Scored
22135,Ping Pong the Animation,TV,Finished Airing,11,23.0,4.22,2014-04-11,2014-06-20,2014,2010s,Spring,8.62,195842,87,PG-13,Tatsunoko Production,Tatsunoko Production,3,Award Winning,Excellent,Blockbuster (100K+),Scored
1535,Death Note,TV,Finished Airing,37,23.0,14.18,2006-10-04,2007-06-27,2006,2000s,Fall,8.62,2884680,89,R,Madhouse,Madhouse,2,Supernatural,Excellent,Blockbuster (100K+),Scored
28891,Haikyu!! 2nd Season,TV,Finished Airing,25,24.0,10.0,2015-10-04,2016-03-27,2015,2010s,Fall,8.62,993241,90,PG-13,Production I.G,Production I.G,1,Sports,Excellent,Blockbuster (100K+),Scored
52742,Haikyu!! Movie: The Dumpster Battle,Movie,Finished Airing,1,84.0,1.4,2024-02-16,,2024,2020s,Winter,8.61,80787,92,PG-13,Production I.G,Production I.G,1,Sports,Excellent,Popular (10K-100K),Scored
34591,Natsume's Book of Friends Season 6,TV,Finished Airing,11,23.0,4.22,2017-04-12,2017-06-21,2017,2010s,Spring,8.61,73706,96,PG-13,Shuka,Others,2,Slice of Life,Excellent,Popular (10K-100K),Scored
42310,Cyberpunk: Edgerunners,ONA,Finished Airing,10,25.0,4.17,2022-09-13,,2022,2020s,Fall,8.61,623196,91,R+,Trigger,Others,2,Action,Excellent,Blockbuster (100K+),Scored
19647,Fighting Spirit: Rising,TV,Finished Airing,25,22.0,9.17,2013-10-06,2014-03-30,2013,2010s,Fall,8.61,155390,93,PG-13,Madhouse,Madhouse,1,Sports,Excellent,Blockbuster (100K+),Scored
36862,Made in Abyss: Dawn of the Deep Soul,Movie,Finished Airing,1,105.0,1.75,2020-01-17,,2020,2020s,Winter,8.61,285154,94,R,Kinema Citrus,Others,5,Adventure,Excellent,Blockbuster (100K+),Scored
41084,Made in Abyss: The Golden City of the Scorching Sun,TV,Finished Airing,12,25.0,5.0,2022-07-06,2022-09-28,2022,2020s,Summer,8.61,237293,95,R,Kinema Citrus,Others,5,Adventure,Excellent,Blockbuster (100K+),Scored
52701,Delicious in Dungeon,TV,Finished Airing,24,25.0,10.0,2024-01-04,2024-06-13,2024,2020s,Winter,8.6,244504,98,R,Trigger,Others,4,Adventure,Excellent,Blockbuster (100K+),Scored
33,Berserk,TV,Finished Airing,25,23.0,9.58,1997-10-08,1998-04-01,1997,1990s,Fall,8.6,388165,97,R+,OLM,OLM,5,Action,Excellent,Blockbuster (100K+),Scored
4565,Gurren Lagann The Movie: The Lights in the Sky are Stars,Movie,Finished Airing,1,125.0,2.08,2009-04-22,,2009,2000s,Spring,8.59,108373,101,R+,Gainax,Others,2,Action,Excellent,Blockbuster (100K+),Scored
38329,Rascal Does Not Dream of a Dreaming Girl,Movie,Finished Airing,1,90.0,1.5,2019-06-15,,2019,2010s,Summer,8.59,483958,99,PG-13,CloverWorks,Others,3,Drama,Excellent,Blockbuster (100K+),Scored
7311,The Disappearance of Haruhi Suzumiya,Movie,Finished Airing,1,161.0,2.68,2010-02-06,,2010,2010s,Winter,8.59,321527,100,PG-13,Kyoto Animation,Others,4,Award Winning,Excellent,Blockbuster (100K+),Scored
3786,Evangelion: 3.0+1.0 Thrice Upon a Time,Movie,Finished Airing,1,155.0,2.58,2021-03-08,,2021,2020s,Spring,8.58,179035,102,PG-13,Khara,Others,5,Action,Excellent,Blockbuster (100K+),Scored
37991,JoJo's Bizarre Adventure: Golden Wind,TV,Finished Airing,39,23.0,14.95,2018-10-06,2019-07-28,2018,2010s,Fall,8.58,737670,103,R,David Production,Others,2,Action,Excellent,Blockbuster (100K+),Scored
28957,Mushishi Zoku Shou: Suzu no Shizuku,Movie,Finished Airing,1,47.0,0.78,2015-05-16,,2015,2010s,Spring,8.58,54340,104,PG-13,Artland,Others,4,Adventure,Excellent,Popular (10K-100K),Scored
55823,Natsume's Book of Friends Season 7,TV,Finished Airing,12,23.0,4.6,2024-10-08,2024-12-24,2024,2020s,Fall,8.57,14267,105,PG-13,Shuka,Others,2,Slice of Life,Excellent,Popular (10K-100K),Scored
55791,[Oshi No Ko] Season 2,TV,Finished Airing,13,25.0,5.42,2024-07-03,2024-10-06,2024,2020s,Summer,8.57,205627,108,PG-13,Doga Kobo,Others,1,Drama,Excellent,Blockbuster (100K+),Scored
52034,[Oshi No Ko],TV,Finished Airing,11,30.0,5.5,2023-04-12,2023-06-28,2023,2020s,Spring,8.57,563678,107,PG-13,Doga Kobo,Others,2,Award Winning,Excellent,Blockbuster (100K+),Scored
49701,Fights Break Sphere: Three Year Agreement,ONA,Finished Airing,13,24.0,5.2,2021-10-31,2022-01-16,2021,2020s,Fall,8.57,4682,106,PG-13,Motion Magic,Others,2,Action,Excellent,Moderate (1K-10K),Scored
32983,Natsume's Book of Friends Season 5,TV,Finished Airing,11,23.0,4.22,2016-10-05,2016-12-21,2016,2010s,Fall,8.56,80863,114,PG-13,Shuka,Others,2,Slice of Life,Excellent,Popular (10K-100K),Scored
31757,Kizumonogatari Part 2: Hot-Blooded,Movie,Finished Airing,1,64.0,1.07,2016-08-19,,2016,2010s,Summer,8.56,285754,112,R,Shaft,Others,3,Action,Excellent,Blockbuster (100K+),Scored
12355,Wolf Children,Movie,Finished Airing,1,117.0,1.95,2012-07-21,,2012,2010s,Summer,8.56,475319,116,PG-13,Studio Chizu,Others,3,Award Winning,Excellent,Blockbuster (100K+),Scored
10379,Natsume's Book of Friends Season 3,TV,Finished Airing,13,24.0,5.2,2011-07-05,2011-09-27,2011,2010s,Summer,8.56,123944,115,PG-13,Brain's Base,Others,2,Slice of Life,Excellent,Blockbuster (100K+),Scored
16498,Attack on Titan,TV,Finished Airing,25,24.0,10.0,2013-04-07,2013-09-29,2013,2010s,Spring,8.56,2943048,109,R,Wit Studio,Others,4,Action,Excellent,Blockbuster (100K+),Scored
877,Nana,TV,Finished Airing,47,22.0,17.23,2006-04-05,2007-03-28,2006,2000s,Spring,8.56,282540,113,R+,Madhouse,Madhouse,2,Drama,Excellent,Blockbuster (100K+),Scored
32,Neon Genesis Evangelion: The End of Evangelion,Movie,Finished Airing,1,86.0,1.43,1997-07-19,,1997,1990s,Summer,8.56,662058,110,R+,Gainax,Others,5,Action,Excellent,Blockbuster (100K+),Scored
40456,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Movie,Finished Airing,1,116.0,1.93,2020-10-16,,2020,2020s,Fall,8.56,1111125,111,R,ufotable,Others,2,Action,Excellent,Blockbuster (100K+),Scored
28735,Showa Genroku Rakugo Shinju,TV,Finished Airing,13,26.0,5.63,2016-01-09,2016-04-02,2016,2010s,Winter,8.55,97567,120,PG-13,Studio Deen,Studio Deen,1,Drama,Excellent,Popular (10K-100K),Scored
36098,I Want To Eat Your Pancreas,Movie,Finished Airing,1,108.0,1.8,2018-09-01,,2018,2010s,Fall,8.55,628484,118,PG-13,Studio VOLN,Others,2,Drama,Excellent,Blockbuster (100K+),Scored
7785,The Tatami Galaxy,TV,Finished Airing,11,22.0,4.03,2010-04-23,2010-07-02,2010,2010s,Spring,8.55,152167,122,R,Madhouse,Madhouse,5,Award Winning,Excellent,Blockbuster (100K+),Scored
437,Perfect Blue,Movie,Finished Airing,1,81.0,1.35,1998-02-28,,1998,1990s,Winter,8.55,413849,119,R+,Madhouse,Madhouse,5,Avant Garde,Excellent,Blockbuster (100K+),Scored
170,Slam Dunk,TV,Finished Airing,101,23.0,38.72,1993-10-16,1996-03-23,1993,1990s,Fall,8.55,145755,121,PG-13,Toei Animation,Toei Animation,1,Sports,Excellent,Blockbuster (100K+),Scored
40776,Haikyu!! To the Top 2nd-cour,TV,Finished Airing,12,23.0,4.6,2020-10-03,2020-12-19,2020,2020s,Fall,8.55,526242,123,PG-13,Production I.G,Production I.G,1,Sports,Excellent,Blockbuster (100K+),Scored
40748,Jujutsu Kaisen,TV,Finished Airing,24,23.0,9.2,2020-10-03,2021-03-27,2020,2020s,Fall,8.55,1853180,117,R,MAPPA,Others,3,Action,Excellent,Blockbuster (100K+),Scored
