anime_id,genre
27945,Romance
27945,Supernatural
38098,Drama
38098,Romance
38098,Sports
30321,Action
30321,Fantasy
30321,Ecchi
37716,Comedy
37716,Fantasy
37716,Romance
20479,Action
20479,Comedy
20479,Fantasy
20479,Sci-Fi
38653,Action
38653,Comedy
34933,Drama
34933,Mystery
34933,Suspense
34125,Action
33929,Action
5267,Adventure
5267,Suspense
33558,Action
33558,Adventure
33558,Fantasy
32930,Comedy
32930,Fantasy
32930,Ecchi
5764,Comedy
5764,Fantasy
5764,Ecchi
40880,Comedy
41514,Action
41514,Adventure
41514,Comedy
41514,Fantasy
42030,Action
42340,Comedy
42340,Fantasy
29583,Comedy
29583,Sports
42632,Romance
39026,Comedy
39026,Ecchi
27825,Action
27825,Adventure
27825,Fantasy
2407,Comedy
2407,Sci-Fi
43349,Comedy
43349,Sci-Fi
5958,Comedy
5958,Romance
5958,Sci-Fi
5958,Supernatural
5958,Ecchi
3887,Drama
3887,Sports
1110,Romance
3272,Comedy
3272,Sports
17137,Adventure
17137,Drama
17137,Fantasy
915,Adventure
915,Drama
2987,Action
2987,Adventure
2987,Sci-Fi
2825,Adventure
2825,Fantasy
2825,Romance
1374,Action
1374,Horror
1374,Sci-Fi
2660,Fantasy
34279,Action
34279,Adventure
34279,Drama
34279,Fantasy
34279,Romance
485,Comedy
485,Slice of Life
46587,Comedy
46587,Fantasy
2193,Adventure
2193,Fantasy
2193,Romance
12231,Action
12231,Adventure
12231,Comedy
12231,Fantasy
12231,Sci-Fi
424,Adventure
424,Comedy
424,Sci-Fi
2036,Adventure
2036,Comedy
2036,Drama
2036,Sci-Fi
36923,Action
36923,Adventure
36923,Fantasy
10629,Adventure
10629,Drama
10629,Fantasy
8915,Action
8915,Mystery
8915,Supernatural
11757,Action
11757,Adventure
11757,Fantasy
11757,Romance
58484,Action
58484,Adventure
58484,Fantasy
57371,Action
57371,Fantasy
57371,Sci-Fi
56830,Drama
52962,Comedy
36466,Action
36466,Adventure
36466,Comedy
36466,Drama
11777,Action
11777,Adventure
11777,Comedy
24625,Action
24625,Sci-Fi
29786,Comedy
29786,Ecchi
38656,Action
38656,Mystery
38656,Sci-Fi
38656,Suspense
28299,Comedy
28299,Romance
30740,Drama
84,Action
84,Adventure
84,Drama
84,Romance
84,Sci-Fi
35425,Action
35425,Supernatural
6116,Comedy
6116,Slice of Life
16774,Action
16774,Comedy
5084,Adventure
5084,Award Winning
5084,Drama
6954,Mystery
9117,Romance
31374,Comedy
30869,Action
30869,Horror
30869,Mystery
30869,Supernatural
32189,Action
32189,Horror
32189,Mystery
32189,Suspense
9340,Comedy
8364,Action
8364,Adventure
8364,Comedy
8364,Fantasy
30206,Comedy
30206,Supernatural
2044,Comedy
2044,Fantasy
2044,Romance
2044,Sci-Fi
6030,Action
6030,Comedy
6030,Sci-Fi
6030,Ecchi
20903,Drama
1358,Action
1358,Drama
1358,Sci-Fi
1195,Action
1195,Adventure
1195,Comedy
1195,Fantasy
1195,Romance
1195,Ecchi
48305,Comedy
48305,Romance
33726,Action
33726,Adventure
33726,Comedy
33726,Drama
33726,Supernatural
3256,Sci-Fi
963,Drama
963,Romance
30911,Action
30911,Adventure
30911,Fantasy
940,Comedy
940,Romance
940,Supernatural
940,Ecchi
3036,Action
3036,Adventure
3036,Comedy
3036,Romance
713,Drama
713,Romance
713,Supernatural
4483,Fantasy
4483,Romance
4483,Slice of Life
20853,Action
20853,Adventure
20853,Fantasy
20853,Romance
482,Action
482,Comedy
482,Fantasy
2182,Fantasy
2182,Sci-Fi
2043,Action
2043,Adventure
2043,Comedy
2043,Mystery
2043,Romance
5356,Action
5356,Mystery
5356,Sci-Fi
38480,Action
38480,Fantasy
38480,Sci-Fi
35459,Action
341,Drama
341,Mystery
330,Comedy
330,Drama
330,Romance
330,Ecchi
306,Award Winning
306,Comedy
306,Fantasy
306,Ecchi
1524,Slice of Life
1524,Supernatural
50581,Action
50581,Adventure
50581,Fantasy
48453,Action
48453,Drama
48453,Suspense
1259,Action
1259,Adventure
1259,Fantasy
1259,Sci-Fi
1255,Adventure
1255,Fantasy
1255,Sci-Fi
22273,Suspense
1722,Comedy
1722,Fantasy
1722,Romance
1722,Ecchi
10110,Comedy
10110,Romance
10110,Ecchi
42361,Comedy
42361,Romance
61130,Comedy
61130,Supernatural
59136,Fantasy
59136,Mystery
56216,Action
56216,Fantasy
54198,Comedy
19251,Comedy
19251,Romance
13409,Comedy
13409,Gourmet
13409,Supernatural
33606,Action
33606,Adventure
33606,Comedy
33606,Fantasy
15201,Action
31324,Ecchi
31280,Suspense
15699,Comedy
15699,Sci-Fi
16700,Horror
16700,Mystery
36783,Action
31297,Action
31297,Fantasy
31297,Horror
31297,Suspense
10189,Action
10189,Adventure
10189,Fantasy
11759,Action
11759,Romance
11759,Sci-Fi
33013,Boys Love
33013,Comedy
33013,Drama
40909,Action
40909,Adventure
40909,Fantasy
40909,Romance
30419,Drama
2947,Comedy
42422,Action
9241,Action
9241,Sci-Fi
8022,Comedy
2383,Action
2383,Adventure
2383,Romance
2383,Sci-Fi
6198,Comedy
6198,Mystery
5947,Comedy
5854,Action
5854,Adventure
5854,Drama
5854,Romance
41006,Horror
41006,Mystery
41006,Suspense
20509,Action
20509,Comedy
1373,Drama
1191,Action
1191,Comedy
1191,Romance
1191,Sci-Fi
3861,Action
3861,Adventure
3861,Supernatural
17901,Fantasy
974,Action
974,Comedy
974,Sci-Fi
935,Action
935,Drama
935,Sci-Fi
40128,Drama
49040,Action
49040,Adventure
49040,Comedy
49040,Mystery
2818,Action
2818,Comedy
2818,Fantasy
2818,Sci-Fi
48624,Avant Garde
48624,Comedy
48624,Drama
48624,Mystery
48624,Supernatural
40230,Drama
40230,Mystery
47160,Action
47160,Adventure
47160,Fantasy
2585,Drama
2585,Sci-Fi
521,Romance
2222,Comedy
2222,Sci-Fi
49979,Comedy
49979,Fantasy
49979,Romance
2030,Adventure
2030,Drama
2030,Mystery
246,Action
246,Adventure
246,Comedy
246,Fantasy
246,Romance
190,Comedy
190,Romance
190,Ecchi
36927,Action
36927,Adventure
36927,Comedy
36927,Fantasy
12875,Sports
1352,Action
1352,Adventure
1352,Sci-Fi
34662,Action
34662,Fantasy
1144,Drama
1144,Romance
1144,Sci-Fi
31245,Romance
56964,Romance
53128,Drama
53128,Romance
53128,Sci-Fi
51692,Comedy
51068,Supernatural
36633,Action
36633,Fantasy
36633,Romance
36633,Sci-Fi
31978,Comedy
12669,Romance
28607,Comedy
27653,Action
27653,Adventure
27653,Comedy
10711,Comedy
37307,Action
13055,Comedy
13055,Horror
13055,Romance
13055,Supernatural
13055,Ecchi
34784,Comedy
34784,Sports
5226,Action
5226,Adventure
16592,Horror
16592,Mystery
16592,Suspense
3467,Comedy
3467,Romance
2948,Comedy
2808,Action
2808,Sci-Fi
42481,Romance
2294,Action
2294,Drama
2294,Romance
2294,Sci-Fi
2254,Action
2254,Sci-Fi
2111,Action
2111,Adventure
7058,Adventure
7058,Boys Love
7058,Drama
7058,Supernatural
37981,Award Winning
37981,Drama
37981,Mystery
37981,Supernatural
22859,Comedy
35849,Action
35849,Drama
35849,Romance
35849,Sci-Fi
1534,Action
1534,Comedy
20457,Comedy
20457,Romance
20457,Supernatural
4551,Adventure
4551,Romance
4551,Supernatural
1126,Sci-Fi
1126,Slice of Life
1080,Action
1080,Award Winning
1080,Drama
1080,Sci-Fi
1080,Suspense
19469,Comedy
16694,Comedy
16694,Horror
16694,Romance
16694,Supernatural
16694,Ecchi
2816,Adventure
2816,Drama
2816,Romance
2816,Sci-Fi
15735,Action
15735,Adventure
712,Action
712,Adventure
712,Comedy
2672,Fantasy
655,Comedy
655,Sci-Fi
2659,Fantasy
2542,Drama
2542,Romance
48406,Sports
2020,Comedy
2020,Fantasy
10870,Comedy
10870,Sci-Fi
3220,Avant Garde
3220,Drama
201,Comedy
201,Drama
201,Romance
201,Ecchi
50553,Fantasy
1450,Adventure
1450,Comedy
1450,Drama
1450,Sci-Fi
11341,Comedy
11341,Mystery
33605,Action
33605,Boys Love
33605,Comedy
33605,Supernatural
9488,Action
9488,Sci-Fi
58271,Romance
51195,Action
51195,Fantasy
16444,Comedy
16444,Fantasy
16444,Ecchi
15617,Comedy
15617,Fantasy
19211,Action
19211,Adventure
19211,Sci-Fi
35880,Sports
19759,Action
19759,Comedy
38383,Comedy
38383,Supernatural
31378,Action
31378,Drama
31378,Fantasy
8460,Action
8460,Supernatural
8460,Suspense
6604,Comedy
6604,Slice of Life
34300,Action
34300,Fantasy
8934,Action
8934,Romance
8934,Sci-Fi
3568,Comedy
3568,Sports
31158,Comedy
5525,Action
5525,Fantasy
28683,Action
28683,Adventure
28683,Fantasy
27631,Action
27631,Fantasy
27631,Sci-Fi
2152,Comedy
2152,Drama
2152,Fantasy
2152,Sci-Fi
24031,Comedy
35220,Slice of Life
35220,Supernatural
6163,Action
6163,Comedy
6163,Mystery
6163,Supernatural
1808,Comedy
1808,Fantasy
1808,Romance
5675,Sci-Fi
5675,Sports
21797,Comedy
4903,Comedy
4903,Ecchi
4726,Action
4726,Adventure
4726,Fantasy
1237,Action
1237,Adventure
1237,Fantasy
19163,Action
19163,Fantasy
19163,Romance
19163,Sci-Fi
3727,Adventure
3727,Comedy
3624,Adventure
37086,Drama
37086,Mystery
37086,Suspense
953,Action
953,Adventure
953,Drama
953,Mystery
953,Sci-Fi
837,Comedy
837,Ecchi
762,Action
762,Adventure
762,Drama
762,Supernatural
49318,Action
49318,Comedy
49318,Fantasy
2677,Adventure
2677,Comedy
2677,Fantasy
2677,Sci-Fi
2661,Adventure
2661,Comedy
2513,Adventure
2513,Comedy
2513,Mystery
2286,Adventure
2286,Fantasy
2113,Action
2113,Fantasy
399,Action
399,Romance
399,Sci-Fi
1823,Action
1823,Adventure
1823,Sci-Fi
10862,Comedy
10628,Action
10628,Adventure
10628,Fantasy
10628,Ecchi
50339,Drama
50339,Mystery
50339,Suspense
10396,Action
10396,Comedy
10396,Gourmet
1932,Action
173,Mystery
173,Supernatural
37204,Slice of Life
6758,Action
6758,Fantasy
1206,Drama
1147,Action
1147,Comedy
1147,Sci-Fi
37902,Action
37902,Adventure
37902,Fantasy
55265,Adventure
55265,Fantasy
54717,Action
53850,Action
53850,Sci-Fi
53246,Sci-Fi
51473,Action
51473,Adventure
51473,Fantasy
21073,Comedy
21073,Slice of Life
8133,Action
10686,Action
10686,Adventure
11313,Drama
11313,Romance
9346,Adventure
9346,Sci-Fi
12979,Action
12979,Comedy
107,Adventure
107,Comedy
107,Fantasy
107,Sci-Fi
104,Adventure
104,Drama
104,Horror
104,Romance
104,Supernatural
94,Action
94,Drama
94,Romance
94,Sci-Fi
36305,Romance
34604,Action
34604,Fantasy
34604,Sci-Fi
40329,Comedy
4581,Action
4581,Horror
4581,Supernatural
31754,Comedy
31754,Sports
6023,Comedy
6023,Romance
9355,Comedy
9355,Ecchi
23447,Drama
23447,Romance
23447,Sci-Fi
1846,Drama
1846,Romance
1846,Sports
5929,Drama
37338,Comedy
37338,Drama
41619,Suspense
5351,Action
5351,Sci-Fi
4703,Romance
3956,Comedy
37490,Comedy
37490,Drama
37490,Mystery
3692,Action
1120,Adventure
1120,Comedy
1120,Drama
1120,Fantasy
3593,Action
3593,Comedy
3593,Fantasy
1013,Mystery
1013,Supernatural
3345,Fantasy
3345,Slice of Life
3322,Comedy
3322,Supernatural
3125,Comedy
3125,Fantasy
3125,Romance
34126,Action
34126,Comedy
34126,Romance
34126,Supernatural
3044,Action
3044,Adventure
3044,Sci-Fi
3000,Action
3000,Comedy
2834,Fantasy
2834,Romance
15077,Slice of Life
2683,Action
2683,Drama
2683,Horror
2683,Mystery
2666,Adventure
2666,Comedy
2666,Fantasy
2354,Horror
2354,Sci-Fi
2354,Supernatural
2125,Action
2125,Supernatural
43693,Comedy
31163,Action
31163,Sci-Fi
314,Drama
314,Sports
274,Action
274,Sci-Fi
10483,Action
10334,Action
10334,Adventure
10334,Comedy
10334,Romance
192,Adventure
192,Comedy
192,Romance
1362,Action
1168,Adventure
1168,Comedy
1168,Drama
1168,Sci-Fi
1132,Action
1132,Adventure
1132,Comedy
1132,Drama
1132,Fantasy
14835,Comedy
14835,Drama
60725,Action
60725,Drama
60725,Fantasy
60293,Slice of Life
60293,Sports
59391,Action
59391,Adventure
58551,Action
58551,Adventure
58551,Fantasy
58711,Action
58711,Adventure
58711,Fantasy
56766,Action
56766,Adventure
56766,Fantasy
51897,Action
51897,Drama
51897,Fantasy
51897,Romance
52934,Comedy
52934,Fantasy
52934,Romance
51861,Action
51861,Adventure
51861,Fantasy
51614,Drama
51321,Action
37292,Comedy
37292,Supernatural
34962,Action
34962,Adventure
34962,Comedy
34962,Drama
34540,Action
34540,Adventure
34540,Comedy
32015,Action
32015,Horror
32015,Mystery
32015,Supernatural
23987,Award Winning
23987,Drama
23987,Supernatural
38220,Action
38220,Adventure
38220,Fantasy
31952,Comedy
31952,Romance
37447,Action
37447,Adventure
37447,Drama
37447,Mystery
24475,Comedy
24475,Ecchi
32494,Sports
34978,Comedy
34901,Action
34901,Adventure
34901,Sci-Fi
39638,Action
39638,Comedy
39638,Fantasy
39638,Sci-Fi
3327,Action
3327,Adventure
3327,Sci-Fi
42603,Action
6795,Avant Garde
6795,Fantasy
6795,Sci-Fi
23587,Comedy
23587,Drama
24231,Action
24231,Adventure
24231,Fantasy
24231,Romance
3627,Comedy
3627,Drama
3627,Fantasy
3627,Romance
883,Action
883,Supernatural
15711,Comedy
15611,Action
49154,Action
49154,Fantasy
2652,Comedy
2652,Fantasy
2652,Sci-Fi
465,Action
465,Adventure
465,Fantasy
12711,Comedy
12711,Romance
41762,Comedy
41762,Fantasy
12673,Comedy
12673,Romance
390,Drama
390,Romance
390,Sports
2009,Comedy
2009,Romance
2009,Sports
1965,Drama
1965,Romance
1965,Supernatural
19369,Comedy
19369,Fantasy
48556,Action
48556,Fantasy
48556,Sci-Fi
10834,Comedy
10834,Romance
50433,Action
50433,Adventure
50433,Fantasy
34712,Drama
34712,Fantasy
34712,Mystery
34712,Sci-Fi
10152,Romance
147,Drama
147,Romance
9981,Action
9981,Mystery
9981,Suspense
2669,Fantasy
2669,Sci-Fi
49519,Comedy
2048,Action
2048,Sci-Fi
61,Action
61,Comedy
61,Fantasy
61,Romance
60735,Fantasy
60735,Gourmet
60735,Sci-Fi
59012,Comedy
59012,Romance
59012,Sci-Fi
58600,Mystery
55994,Action
54947,Action
54947,Mystery
54103,Comedy
54103,Fantasy
53477,Action
53477,Adventure
53477,Fantasy
53262,Comedy
51705,Romance
51705,Supernatural
51288,Sports
37364,Action
37364,Comedy
37364,Fantasy
16442,Action
19159,Slice of Life
35982,Action
35982,Sci-Fi
14645,Romance
14645,Supernatural
18411,Slice of Life
18411,Supernatural
37440,Action
37440,Mystery
37440,Sci-Fi
37440,Suspense
6064,Comedy
39610,Drama
39610,Mystery
5041,Adventure
5041,Fantasy
4690,Action
4690,Adventure
4690,Sci-Fi
32827,Action
32827,Mystery
32827,Suspense
32153,Drama
32153,Suspense
30205,Sports
2671,Adventure
42898,Action
42898,Fantasy
42898,Romance
28387,Comedy
39833,Action
39833,Adventure
39833,Comedy
39833,Sci-Fi
39833,Suspense
27525,Action
27525,Comedy
11697,Comedy
11697,Sports
44411,Adventure
44411,Fantasy
44411,Supernatural
1691,Action
1691,Romance
1691,Supernatural
1538,Action
1538,Comedy
1538,Drama
21189,Drama
7769,Comedy
7769,Romance
4664,Action
4664,Comedy
1196,Comedy
1094,Action
1094,Adventure
1094,Fantasy
842,Action
842,Horror
2907,Comedy
2907,Sci-Fi
16201,Drama
16201,Romance
16201,Suspense
2748,Comedy
2748,Sports
2748,Ecchi
2736,Comedy
2736,Fantasy
2736,Sci-Fi
652,Comedy
652,Sci-Fi
19117,Adventure
19117,Drama
19117,Romance
2484,Action
2484,Adventure
2484,Sci-Fi
49842,Comedy
49842,Fantasy
49842,Romance
1983,Drama
369,Avant Garde
369,Drama
369,Horror
369,Mystery
369,Supernatural
369,Suspense
15379,Comedy
15379,Romance
44389,Action
44389,Fantasy
100,Drama
100,Romance
180,Action
180,Sci-Fi
180,Ecchi
178,Comedy
178,Fantasy
178,Romance
31178,Comedy
31178,Romance
10163,Action
10163,Mystery
10163,Sci-Fi
10163,Suspense
42822,Mystery
42822,Supernatural
31486,Comedy
31486,Mystery
9865,Comedy
40507,Action
40507,Adventure
40507,Fantasy
58066,Sports
55191,Action
54234,Comedy
54234,Romance
51464,Comedy
51464,Sci-Fi
51458,Comedy
51458,Fantasy
34290,Action
34290,Gourmet
37578,Action
37578,Sci-Fi
31610,Comedy
31610,Supernatural
31499,Comedy
31499,Romance
31499,Supernatural
19653,Action
19653,Fantasy
19653,Sci-Fi
37178,Slice of Life
16468,Action
16468,Adventure
16468,Fantasy
37304,Action
50925,Action
50925,Adventure
50925,Fantasy
14751,Romance
38891,Comedy
38891,Fantasy
35000,Comedy
35000,Romance
35000,Sci-Fi
35000,Ecchi
39518,Action
39518,Fantasy
34304,Slice of Life
20939,Comedy
20939,Romance
39972,Mystery
39972,Supernatural
31370,Comedy
41520,Comedy
41520,Fantasy
41785,Action
41785,Adventure
41785,Fantasy
40206,Action
40206,Fantasy
2758,Sci-Fi
2758,Sports
42899,Drama
42899,Horror
8234,Adventure
8234,Fantasy
8234,Slice of Life
8171,Action
8171,Adventure
8171,Fantasy
7152,Comedy
2151,Adventure
2151,Fantasy
25383,Comedy
25383,Sci-Fi
2117,Sports
6951,Adventure
9958,Comedy
23237,Comedy
22689,Action
22689,Horror
22689,Sci-Fi
22689,Suspense
45574,Action
45574,Fantasy
21105,Boys Love
21105,Comedy
1531,Comedy
1531,Fantasy
1531,Romance
1531,Ecchi
33969,Mystery
41468,Action
41468,Fantasy
41456,Action
41456,Comedy
41456,Fantasy
1164,Action
1164,Adventure
1164,Comedy
1164,Fantasy
18393,Action
18393,Adventure
18393,Fantasy
3594,Action
3594,Adventure
3594,Fantasy
3485,Comedy
3485,Sci-Fi
3247,Comedy
3247,Romance
3247,Ecchi
48641,Comedy
48641,Fantasy
866,Action
866,Adventure
866,Comedy
866,Fantasy
727,Comedy
48956,Action
48956,Adventure
48956,Fantasy
48956,Supernatural
48760,Action
48760,Adventure
48760,Fantasy
604,Comedy
604,Drama
604,Romance
2108,Action
2108,Adventure
2108,Comedy
2108,Sci-Fi
893,Action
893,Adventure
893,Comedy
893,Fantasy
893,Sci-Fi
9055,Slice of Life
15583,Action
15583,Fantasy
15583,Romance
15583,Sci-Fi
10681,Action
10681,Horror
10681,Supernatural
50544,Action
151,Action
151,Comedy
151,Girls Love
151,Sci-Fi
151,Ecchi
1564,Action
1564,Adventure
1564,Comedy
1564,Fantasy
1145,Action
1145,Drama
1145,Mystery
1133,Action
1133,Comedy
1133,Sci-Fi
15225,Comedy
15225,Romance
15225,Supernatural
48414,Action
48414,Adventure
48414,Fantasy
48414,Sci-Fi
60012,Comedy
59944,Adventure
59944,Comedy
59055,Drama
57594,Action
57594,Adventure
57594,Fantasy
57369,Comedy
57034,Comedy
57034,Fantasy
56273,Fantasy
55887,Romance
54837,Fantasy
53094,Action
23227,Comedy
23227,Romance
11441,Action
11441,Drama
8423,Comedy
8423,Sports
35847,Action
35847,Award Winning
35847,Sci-Fi
34152,Action
34152,Horror
34152,Mystery
39078,Slice of Life
34642,Action
34642,Adventure
34642,Fantasy
8917,Award Winning
8917,Sci-Fi
32245,Action
32245,Sci-Fi
40966,Action
40966,Adventure
40966,Fantasy
40966,Romance
19221,Comedy
19221,Romance
28841,Drama
7745,Action
7745,Comedy
2199,Adventure
2199,Drama
2199,Fantasy
6581,Action
6153,Adventure
6153,Fantasy
6153,Sci-Fi
1731,Action
1731,Adventure
1731,Fantasy
5670,Slice of Life
6880,Action
6880,Sci-Fi
6880,Supernatural
6880,Suspense
1397,Action
1397,Adventure
1397,Comedy
1397,Drama
1397,Romance
1397,Sci-Fi
4134,Action
3745,Action
3745,Adventure
3745,Comedy
1116,Award Winning
1116,Drama
1086,Action
1086,Adventure
1086,Comedy
1086,Romance
1086,Sci-Fi
3335,Drama
3335,Romance
976,Sci-Fi
976,Slice of Life
48735,Comedy
48775,Comedy
48845,Gourmet
48845,Slice of Life
3088,Drama
3088,Romance
3087,Action
3087,Sci-Fi
2899,Mystery
2745,Action
2745,Comedy
2745,Horror
2745,Supernatural
2694,Action
2694,Award Winning
2694,Drama
2658,Adventure
2658,Fantasy
2658,Sci-Fi
2561,Action
2561,Adventure
2561,Sci-Fi
2486,Comedy
2486,Drama
2486,Romance
2486,Supernatural
529,Drama
529,Romance
529,Sci-Fi
2427,Adventure
2427,Fantasy
12879,Action
12879,Mystery
50039,Romance
1886,Comedy
1886,Fantasy
276,Comedy
276,Romance
276,Sci-Fi
276,Ecchi
1381,Action
1381,Romance
1381,Sci-Fi
46420,Action
46420,Adventure
46420,Fantasy
10719,Comedy
10719,Romance
10719,Ecchi
61146,Boys Love
58751,Action
58751,Fantasy
58476,Action
58476,Sci-Fi
57499,Adventure
57499,Comedy
56842,Comedy
56348,Adventure
56348,Comedy
56348,Fantasy
56111,Supernatural
54144,Action
54143,Action
15649,Comedy
15649,Slice of Life
33025,Action
33025,Sci-Fi
30711,Action
14765,Action
14765,Comedy
14765,Fantasy
16668,Action
16668,Sci-Fi
23279,Sci-Fi
37916,Sports
50932,Action
50932,Adventure
50932,Fantasy
38895,Action
38895,Comedy
38895,Mystery
38895,Sci-Fi
6707,Action
6707,Comedy
6707,Supernatural
39574,Sci-Fi
39574,Sports
35834,Action
35834,Drama
33491,Slice of Life
41103,Comedy
41103,Romance
41181,Slice of Life
2803,Action
2803,Sci-Fi
2460,Comedy
2460,Drama
2460,Romance
2385,Comedy
2385,Fantasy
6299,Comedy
6299,Girls Love
1845,Action
1845,Sci-Fi
5458,Adventure
5458,Fantasy
15359,Action
15359,Fantasy
4879,Mystery
4879,Supernatural
4879,Suspense
3230,Action
3230,Adventure
3230,Fantasy
958,Action
958,Adventure
958,Sci-Fi
37396,Drama
37396,Romance
690,Action
690,Drama
690,Horror
690,Supernatural
613,Adventure
613,Fantasy
613,Supernatural
49572,Action
49572,Fantasy
2335,Adventure
442,Action
442,Adventure
442,Fantasy
5079,Action
5079,Supernatural
380,Adventure
380,Fantasy
380,Romance
376,Drama
376,Horror
376,Suspense
36144,Action
36144,Fantasy
332,Adventure
332,Comedy
332,Fantasy
277,Comedy
277,Drama
277,Romance
277,Sci-Fi
277,Ecchi
1548,Drama
1548,Mystery
1548,Sci-Fi
1215,Action
1215,Sci-Fi
48997,Adventure
48997,Comedy
48997,Fantasy
59142,Adventure
59142,Fantasy
59142,Romance
58091,Action
58091,Comedy
58091,Sci-Fi
55842,Comedy
55842,Romance
54864,Adventure
54864,Comedy
54864,Mystery
55194,Drama
55194,Sports
53438,Fantasy
53263,Adventure
53263,Comedy
53263,Fantasy
37126,Comedy
9332,Action
9332,Adventure
9332,Fantasy
34325,Action
34325,Adventure
34325,Comedy
34325,Fantasy
33033,Slice of Life
32829,Comedy
32376,Mystery
11077,Action
11077,Horror
11077,Supernatural
21561,Adventure
21561,Mystery
21561,Supernatural
38963,Comedy
38963,Drama
40134,Fantasy
38936,Fantasy
38936,Mystery
3508,Action
3508,Avant Garde
3508,Fantasy
3508,Romance
3508,Sci-Fi
3437,Comedy
3437,Gourmet
3231,Action
3231,Drama
3231,Sci-Fi
41842,Sports
2543,Adventure
2543,Romance
24973,Comedy
6548,Ecchi
1931,Comedy
1906,Drama
1906,Fantasy
1906,Romance
1906,Supernatural
21437,Action
21437,Sci-Fi
4246,Adventure
4246,Romance
4246,Sci-Fi
4200,Adventure
4200,Comedy
4200,Sci-Fi
17699,Action
17699,Adventure
17699,Comedy
17699,Fantasy
911,Adventure
911,Supernatural
902,Action
902,Adventure
902,Comedy
902,Fantasy
902,Sci-Fi
5504,Drama
5504,Fantasy
5504,Romance
785,Comedy
785,Drama
785,Sci-Fi
49160,Comedy
49160,Supernatural
654,Comedy
654,Sci-Fi
2583,Action
2583,Drama
2583,Sci-Fi
603,Action
603,Comedy
2333,Adventure
2333,Drama
2333,Romance
32698,Comedy
32698,Fantasy
32698,Romance
32698,Ecchi
12419,Action
12419,Sci-Fi
2077,Mystery
1941,Adventure
1941,Drama
1941,Sci-Fi
9379,Comedy
9379,Sci-Fi
6512,Comedy
6512,Romance
6512,Supernatural
394,Comedy
394,Drama
394,Romance
206,Action
206,Adventure
206,Drama
206,Fantasy
206,Romance
40530,Drama
40530,Romance
1335,Comedy
1335,Sci-Fi
9723,Action
9723,Drama
9723,Supernatural
22865,Comedy
22865,Romance
22865,Supernatural
32951,Action
32951,Fantasy
59390,Action
59390,Sci-Fi
56731,Action
56731,Sci-Fi
56425,Comedy
56425,Supernatural
53432,Adventure
53432,Drama
53432,Fantasy
51782,Adventure
51782,Comedy
51782,Mystery
51782,Romance
14817,Sci-Fi
36800,Slice of Life
9544,Action
9544,Horror
9544,Sci-Fi
31564,Comedy
26441,Comedy
26441,Fantasy
26441,Romance
32924,Comedy
32924,Fantasy
34350,Adventure
34350,Mystery
39250,Comedy
5717,Romance
5216,Drama
5216,Romance
40357,Action
40357,Adventure
40357,Drama
40357,Fantasy
4062,Sports
41053,Action
41053,Comedy
41053,Fantasy
41053,Horror
41220,Action
41220,Adventure
30829,Slice of Life
3067,Action
3067,Drama
3067,Sci-Fi
2734,Action
2602,Comedy
2602,Sports
2602,Ecchi
2518,Comedy
1422,Action
1422,Adventure
1422,Comedy
1422,Mystery
18441,Action
18441,Comedy
18441,Fantasy
1138,Adventure
1138,Comedy
1138,Sci-Fi
3421,Comedy
3421,Drama
961,Action
3221,Adventure
3221,Comedy
3221,Fantasy
2962,Adventure
2962,Fantasy
2962,Sci-Fi
2926,Drama
2926,Romance
2901,Action
2901,Comedy
2901,Mystery
49134,Comedy
750,Slice of Life
687,Romance
687,Sci-Fi
2331,Action
2331,Adventure
2331,Sci-Fi
13073,Sports
463,Action
463,Adventure
463,Fantasy
10825,Comedy
1736,Action
1736,Adventure
50338,Action
50338,Comedy
1416,Action
1416,Adventure
1416,Comedy
1416,Mystery
1312,Adventure
1312,Comedy
1312,Sci-Fi
53,Comedy
53,Drama
53,Romance
469,Comedy
469,Romance
469,Supernatural
28825,Comedy
24455,Action
24455,Adventure
24455,Fantasy
24455,Ecchi
56716,Action
56716,Adventure
56716,Fantasy
54869,Action
54869,Fantasy
54294,Slice of Life
53889,Action
53889,Supernatural
53810,Adventure
53810,Comedy
52045,Comedy
52045,Fantasy
17717,Action
23153,Comedy
23153,Romance
18713,Comedy
18713,Sci-Fi
32160,Action
32160,Comedy
16866,Comedy
16866,Romance
40100,Comedy
40100,Gourmet
35946,Action
35946,Adventure
35946,Fantasy
30771,Drama
30771,Romance
40295,Sci-Fi
39790,Girls Love
39184,Drama
8360,Comedy
8360,Ecchi
7059,Action
7059,Drama
7059,Fantasy
2141,Adventure
2141,Drama
2141,Supernatural
6713,Comedy
1847,Comedy
1847,Romance
1835,Action
1835,Sci-Fi
6016,Action
6016,Horror
6016,Sci-Fi
5395,Action
5395,Sci-Fi
5200,Drama
5200,Sports
1516,Comedy
1516,Drama
1516,Romance
18835,Action
18835,Supernatural
1118,Action
1118,Adventure
1118,Comedy
1118,Drama
1118,Fantasy
1101,Action
1101,Comedy
1101,Sci-Fi
3462,Drama
990,Comedy
990,Fantasy
990,Romance
3298,Adventure
3298,Comedy
3298,Drama
3298,Fantasy
3298,Romance
971,Action
971,Adventure
971,Sci-Fi
40733,Action
40733,Supernatural
3229,Comedy
3229,Romance
3229,Ecchi
3203,Comedy
938,Action
938,Sci-Fi
32949,Drama
32949,Romance
3137,Adventure
3137,Sports
16434,Drama
2810,Drama
